v2Code,Matrix,Analyte,Analyte Code,Extraction Name,Extraction Name Code,Extraction reagents/formulation,Extraction Ratio (Soil:Extractant),Extraction Basis,Extraction Time,Analyte Measurement,Analyte Measurement Code,Observation Category,Reporting Unit,Reporting Unit Code,Acceptance,Status,Organization,Citation
L_MODV2_SOIL_SLAKING_001,SOIL,slaking,SLAKING,Slurry,SLURRY,,,,120 min,Observation,OBSERVATION,MEASURED,None,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_001,SOIL,sodium,NA,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_NA_002,SOIL,sodium,NA,Ammonium Chloride,AMMONIUM_CHLORIDE,NH4Cl,,,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_003,SOIL,sodium,NA,Ammonium Chloride,AMMONIUM_CHLORIDE,NH4Cl w/ prewash,,,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_004,SOIL,sodium,NA,Ammonium Chloride/Barium Chloride,AMMONIUM_CHLORIDE_BARIUM_CHLORIDE,NH4Cl/BaCl2,,,,ICP-OES,ICP-OES,MEASURED,mEq/100g,mEq1hg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_005,SOIL,sodium,NA,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20."
L_MODV2_SOIL_NA_006,SOIL,sodium,NA,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_NA_007,SOIL,sodium,NA,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_NA_008,SOIL,sodium,NA,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_NA_009,SOIL,sodium,NA,H3A-1,H3A-1,,,,,ICP,ICP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_NA_010,SOIL,sodium,NA,Lancaster Extraction,LANCASTER_EXTRACTION,,,,,ICP,ICP,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,,
L_MODV2_SOIL_NA_011,SOIL,sodium,NA,Mehlich 1,MEHLICH_1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2"
L_MODV2_SOIL_NA_012,SOIL,sodium,NA,Mehlich 2,MEHLICH_2,Mehlich 2 (0.2N CH3COOH + 0.015N NH4F + 0.2N NH4Cl + 0.012N HCl),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92."
L_MODV2_SOIL_NA_013,SOIL,sodium,NA,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_NA_014,SOIL,sodium,NA,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,v/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_NA_015,SOIL,sodium,NA,Nitric Acid,NITRIC_ACID,,,,,ICP,ICP,MEASURED,%,prcnt,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_016,SOIL,sodium,NA,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,,,ICP,ICP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_NA_017,SOIL,sodium,NA,Potassium Chloride,POTASSIUM_CHLORIDE,1.0 N KCl,,,,"ICP, AAS",ICP_AAS,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_018,SOIL,sodium,NA,Resin Extraction - Unibest,RESIN_EXTRACTION_-_UNIBEST,,,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_NA_019,SOIL,sodium,NA,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,ICP-OES / AAS,ICP-OES_AAS,MEASURED,meq/L,meq1l-1,OFFICIAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_NA_020,SOIL,sodium,NA,Slurry,SLURRY,Dionized Water,1:01,,,ICP,ICP,MEASURED,meq/L,meq1l-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_021,SOIL,sodium,NA,Slurry,SLURRY,Dionized Water,20:01,,,ICP,ICP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_022,SOIL,sodium,NA,Slurry,SLURRY,Dionized Water,5:01,,,Ion Chromatography,ION_CHROMATOGRAPHY,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_023,SOIL,sodium,NA,Slurry,SLURRY,Dionized Water,5:01,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_NA_024,SOIL,sodium,NA,,,,,,,Calculation,CALCULATION,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_SAR_001,SOIL,sodium adsorption ratio,SAR,Ammonium Acetate,AMMONIUM_ACETATE,Ammonium Acetate,Calculation,Calculation,Calculation,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,ratio,ratio,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_SAR_002,SOIL,sodium adsorption ratio,SAR,Slurry,SLURRY,Deionized Water,1:05,m/m,,ICP-OES / AAS,ICP-OES_AAS,CALCULATION,ratio,ratio,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_SAR_003,SOIL,sodium adsorption ratio,SAR,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,Calculation,CALCULATION,MEASURED,ratio,ratio,OFFICIAL,VALID,"USDA, WERA-103","US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_SOLIDS_001,SOIL,"solids, total",SOLIDS,,,,,,,Calculation,CALCULATION,MEASURED,%,prcnt,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_SS_001,SOIL,soluble salts,SS,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,Electrical Conductivity,ELECTRICAL_CONDUCTIVITY,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_SSINDEX_001,SOIL,soluble salts index,SSINDEX,,,,,,,Calculation,CALCULATION,CALCULATION,None,none,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_SR_001,SOIL,strontium,SR,EPA 3050,EPA_3050,"EPA 3050 Digestion (Nitric Acid, Hydrogen Peroxide), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_SR_002,SOIL,strontium,SR,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES / AAS,ICP-OES_AAS,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,
L_MODV2_SOIL_SO4S_001,SOIL,sulfate-sulfur,SO4S,Calcium Phosphate,CALCIUM_PHOSPHATE,Calcium Phosphate,01:02.5,m/v,30 min,Turbidimetric,TURBIDIMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/specialb/sb1001.pdf
L_MODV2_SOIL_SO4S_002,SOIL,sulfate-sulfur,SO4S,Calcium Phosphate,CALCIUM_PHOSPHATE,Calcium Phosphate,01:02.5,m/v,30 min,Turbidimetric,TURBIDIMETRIC,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/specialb/sb1001.pdf
L_MODV2_SOIL_SO4S_003,SOIL,sulfate-sulfur,SO4S,Slurry,SLURRY,Deionized Water,1:01,m/v,,XRF-IMP,XRF-IMP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_SO4S_004,SOIL,sulfate-sulfur,SO4S,Slurry,SLURRY,Deionized Water,1:01,m/v,,Turbidimetric,TURBIDIMETRIC,MEASURED,meq/L,meq1l-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_SO4S_005,SOIL,sulfate-sulfur,SO4S,EPA 300.0,EPA_300_0,Deionized water - EPA 300.0,1:10,m/v,10 min,Ion Chromatography,ION_CHROMATOGRAPHY,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,US-EPA,"EPA 300.0  Determination of Inorganic Anions by Ion Chromatography, Revision 2.1, August 1993."
L_MODV2_SOIL_SO4S_006,SOIL,sulfate-sulfur,SO4S,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,Ion Chromatography,ION_CHROMATOGRAPHY,MEASURED,meq/L,meq1l-1,PROVISIONAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_SO4S_007,SOIL,sulfate-sulfur,SO4S,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,Turbidimetric,TURBIDIMETRIC,MEASURED,meq/L,meq1l-1,OFFICIAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_S_001,SOIL,sulfur,S,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_S_002,SOIL,sulfur,S,Ammonium Acetate,AMMONIUM_ACETATE,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3"
L_MODV2_SOIL_S_003,SOIL,sulfur,S,Ammonium Acetate,AMMONIUM_ACETATE,,,,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_004,SOIL,sulfur,S,Calcium Chloride,CALCIUM_CHLORIDE,Calcium Chloride,,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_005,SOIL,sulfur,S,Calcium Chloride,CALCIUM_CHLORIDE,Calcium Chloride,,m/v,30 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,"Shirisha, K., K.L. Sahrawat, K.V.S. Murthy, S.P. Wani, P.N. Gajbhiye, and S. Kundu. 2010. Comparative evaluation of ICP-AES and turbidimetric methods for determining extractable sulfur in soils. Jour. Indian Soc. Soil Sci. 58:323-326."
L_MODV2_SOIL_S_006,SOIL,sulfur,S,Calcium Chloride,CALCIUM_CHLORIDE,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20."
L_MODV2_SOIL_S_007,SOIL,sulfur,S,Calcium Phosphate,CALCIUM_PHOSPHATE,Calcium Phosphate,01:02.5,m/v,30 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/specialb/sb1001.pdf
L_MODV2_SOIL_S_008,SOIL,sulfur,S,Calcium Phosphate,CALCIUM_PHOSPHATE,Calcium Phosphate,01:02.5,m/v,30 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,NCERA-13,https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/specialb/sb1001.pdf
L_MODV2_SOIL_S_009,SOIL,sulfur,S,Combustion,COMBUSTION,Combustion,N/A,m,,Combustion Analyzer,COMBUSTION_ANALYZER,MEASURED,%,prcnt,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_010,SOIL,sulfur,S,Slurry,SLURRY,Deionized Water,1:05,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_011,SOIL,sulfur,S,Slurry,SLURRY,Deionized Water,1:01,m/v,,ICP-OES,ICP-OES,MEASURED,meq/L,meq1l-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_012,SOIL,sulfur,S,Slurry,SLURRY,Deionized Water,1:01,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_013,SOIL,sulfur,S,Slurry,SLURRY,Deionized Water,1:20,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_014,SOIL,sulfur,S,Slurry,SLURRY,Deionized Water,1:05,m/v,,XRF-IMP,XRF-IMP,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_015,SOIL,sulfur,S,DTPA-Sorbitol,DTPA-SORBITOL,"DTPA-Sorbitol (0.005 M DTPA, 0.01 M CaCl2  and 0.10 M Triethanolamine and 0.20M of Sorbitol, adjusted to pH 7.3 and .)",1:02,m/v,120 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.12"
L_MODV2_SOIL_S_016,SOIL,sulfur,S,EPA 3050,EPA_3050,"EPA 3050 Digestion (Nitric Acid, Hydrogen Peroxide), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_S_017,SOIL,sulfur,S,EPA 3050A/B,EPA_3050A_B,"EPA 3050A/B Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES)",1:15 (varies),m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996."
L_MODV2_SOIL_S_018,SOIL,sulfur,S,EPA 3051A/B,EPA_3051A_B,"EPA 3051A/B Microwave Digestion (Nitric Acid, Hydrochloric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_S_019,SOIL,sulfur,S,EPA 3052,EPA_3052,"EPA 3052 MIcrowave Digestion (Nitric Acid, Hydrofluoric Acid), EPA 6010B Determination (ICP-OES) ",1:10,,,,,MEASURED,mg/kg,mg1kg-1,OFFICIAL,VALID,US-EPA,
L_MODV2_SOIL_S_020,SOIL,sulfur,S,H3A-1,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,PROVISIONAL,VALID,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523."
L_MODV2_SOIL_S_021,SOIL,sulfur,S,H3A-1,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523."
L_MODV2_SOIL_S_022,SOIL,sulfur,S,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,m/v,Varies,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_S_023,SOIL,sulfur,S,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,variable,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_S_024,SOIL,sulfur,S,Ion Exchange Resin,ION_EXCHANGE_RESIN,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,variable,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROPRIETARY,VALID,"UniBest, Inc",https://www.unibestinc.com/about
L_MODV2_SOIL_S_025,SOIL,sulfur,S,Lancaster,LANCASTER,"Lancaster Extraction (Solution A:0.05 M HCl, Solution B: 1.57 M glacial acetic acid, 0.063 M malonic acid, 0.089 M malic acid, 0.032 M ammonium fluoride, 0.012 M aluminum chloride hexahydrate)",1:05,m/v,"Soil+Solution A, sit for 10 minutes. Add Solution B, shake for 10 minutes",ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,OFFICIAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.4"
L_MODV2_SOIL_S_026,SOIL,sulfur,S,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,m/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,"SERA-6, NCERA-13, NEC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_S_027,SOIL,sulfur,S,Mehlich 3 ,MEHLICH_3,Mehlich 3 (0.2N CH3COOH + 0.25N NH4NO3 + 0.013N HNO3 + 0.015N NH4F + 0.001M EDTA),1:10,v/v,5 min,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,PROVISIONAL,VALID,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3"
L_MODV2_SOIL_S_028,SOIL,sulfur,S,Modified Morgan,MODIFIED_MORGAN,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5."
L_MODV2_SOIL_S_029,SOIL,sulfur,S,Modified Morgan,MODIFIED_MORGAN,Modified Morgan,1:04,v/v,15 min,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,PROVISIONAL,VALID,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5."
L_MODV2_SOIL_S_030,SOIL,sulfur,S,Nitric Acid,NITRIC_ACID,,,,,ICP,ICP,MEASURED,%,prcnt,EXPERIMENTAL,RETIRED,,
L_MODV2_SOIL_S_031,SOIL,sulfur,S,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_S_032,SOIL,sulfur,S,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_S_033,SOIL,sulfur,S,Plant Root Simulator,PLANT_ROOT_SIMULATOR,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,PROPRIETARY,VALID,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition."
L_MODV2_SOIL_S_034,SOIL,sulfur,S,Potassium Chloride,POTASSIUM_CHLORIDE,0.25M KCl at 40C,,m/v,,ICP-OES,ICP-OES,MEASURED,mg/L,mg1L-1,PROVISIONAL,VALID,,"Blair, Graeme J., et al. ""Sulfur soil testing."" Plant and soil 155.1 (1993): 383-386."
L_MODV2_SOIL_S_035,SOIL,sulfur,S,Potassium Chloride,POTASSIUM_CHLORIDE,1.0 N KCl,,m/v,,ICP-OES,ICP-OES,MEASURED,mg/kg,mg1kg-1,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_S_036,SOIL,sulfur,S,Saturated paste,SATURATED_PASTE,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,ICP-OES,ICP-OES,MEASURED,meq/L,meq1l-1,OFFICIAL,VALID,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC."
L_MODV2_SOIL_SINDEX_001,SOIL,sulfur index,SINDEX,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Calculation,CALCULATION,CALCULATION,None,none,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_TEXTURE_001,SOIL,textural classification,TEXTURE,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Gravimetric,GRAVIMETRIC,CALCULATION,Description,description,OFFICIAL,VALID,USDA,"USDA, U.S. Department of Agriculture (Soil Survey Staff, 1975);"
L_MODV2_SOIL_TEXTURE_002,SOIL,textural classification,TEXTURE,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Modeled on micro-pipette PSA,MODELED_ON_MICRO-PIPETTE_PSA,MEASURED,None,description,EXPERIMENTAL,VALID,,
L_MODV2_SOIL_TEXTURE_003,SOIL,textural classification,TEXTURE,Calculation,CALCULATION,Calculation,Calculation,Calculation,Calculation,Calculation,CALCULATION,MEASURED,Description,description,OFFICIAL,VALID,USDA,"USDA, U.S. Department of Agriculture (Soil Survey Staff, 1975);"
